1.6976 	ERROR 	Requested audio device 'auto' that is not available on this hardware. The 'audioDevice' preference should be one of [u'Built-in Output']
12.0518 	EXP 	window1: blendMode = 'avg'
12.0687 	EXP 	window1: blendMode = 'avg'
12.0854 	EXP 	window1: blendMode = 'avg'
12.1030 	EXP 	window1: blendMode = 'avg'
12.1188 	EXP 	window1: blendMode = 'avg'
12.1356 	EXP 	window1: blendMode = 'avg'
12.1522 	EXP 	window1: blendMode = 'avg'
12.1691 	EXP 	window1: blendMode = 'avg'
12.1866 	EXP 	window1: blendMode = 'avg'
12.2032 	EXP 	window1: blendMode = 'avg'
12.2197 	EXP 	window1: blendMode = 'avg'
12.2356 	EXP 	window1: blendMode = 'avg'
12.2526 	EXP 	window1: blendMode = 'avg'
12.2694 	EXP 	window1: blendMode = 'avg'
12.2861 	EXP 	window1: blendMode = 'avg'
12.3037 	EXP 	window1: blendMode = 'avg'
12.3194 	EXP 	window1: blendMode = 'avg'
12.3362 	EXP 	window1: blendMode = 'avg'
12.3524 	EXP 	window1: blendMode = 'avg'
12.3698 	EXP 	window1: blendMode = 'avg'
12.3863 	EXP 	window1: blendMode = 'avg'
12.4033 	EXP 	window1: blendMode = 'avg'
12.4212 	EXP 	window1: blendMode = 'avg'
12.4366 	EXP 	window1: blendMode = 'avg'
12.4534 	EXP 	window1: blendMode = 'avg'
12.4703 	EXP 	window1: blendMode = 'avg'
12.4861 	EXP 	window1: blendMode = 'avg'
12.5039 	EXP 	window1: blendMode = 'avg'
12.5197 	EXP 	window1: blendMode = 'avg'
12.5369 	EXP 	window1: blendMode = 'avg'
12.5535 	EXP 	window1: blendMode = 'avg'
12.5703 	EXP 	window1: blendMode = 'avg'
12.5870 	EXP 	window1: blendMode = 'avg'
12.6040 	EXP 	window1: blendMode = 'avg'
12.6209 	EXP 	window1: blendMode = 'avg'
12.6380 	EXP 	window1: blendMode = 'avg'
12.6540 	EXP 	window1: blendMode = 'avg'
12.6706 	EXP 	window1: blendMode = 'avg'
12.6874 	EXP 	window1: blendMode = 'avg'
12.7042 	EXP 	window1: blendMode = 'avg'
12.7209 	EXP 	window1: blendMode = 'avg'
12.7381 	EXP 	window1: blendMode = 'avg'
